@旅游类 Le voyage
常用提问|停车|vous|有没有停车位或可以放自行车的地方？|Y a-t-il une place de stationnement ou un local pour les vélos ?
常用提问|噪音|vous|这个街区晚上安静吗？|Le quartier est-il calme le soir ?
常用提问|采光|vous|客厅白天采光好吗？|Le salon reçoit-il beaucoup de lumière dans la journée ?
常用提问|维修|vous|暖气出现故障时应该联系谁？|Qui faut-il contacter si le chauffage tombe en panne ?
常用提问|购物|vous|附近有步行就能到的超市吗？|Y a-t-il un supermarché accessible à pied dans les environs ?
常用提问|交通|vous|从这里坐公共交通去市中心需要多久？|Combien de temps faut-il pour rejoindre le centre-ville en transports en commun ?
常用提问|社区|vous|附近有哪些认识新朋友的活动？|Quelles activités du quartier permettent de rencontrer du monde ?
常用提问|垃圾|vous|垃圾分类和收集是怎么安排的？|Comment s'organisent le tri et la collecte des déchets ?
常用提问|合租|tu|目前有几个人合租？大家的作息怎么样？|Vous êtes combien dans la colocation ? Quels sont vos horaires habituels ?
常用提问|合租|tu|打扫和公共开支是怎么分担的？|Comment vous répartissez-vous le ménage et les dépenses communes ?
常用提问|搬家|tu|你计划哪天搬家？几点开始？|Quel jour comptes-tu déménager et à quelle heure veux-tu commencer ?
常用提问|搬家|tu|新地址在哪里？离现在的住处远吗？|Quelle est ta nouvelle adresse ? C'est loin de ton logement actuel ?
常用提问|搬家|tu|还有谁来帮忙？|Qui d'autre sera là pour nous aider ?
常用提问|搬家|tu|你已经租好搬家车了吗？|Est-ce que tu as déjà loué un camion pour le déménagement ?
常用提问|搬家|tu|有没有大件家具需要拆开？|Y a-t-il de gros meubles à démonter ?
常用提问|搬家|tu|新楼有电梯吗？需要提前预订使用吗？|Y a-t-il un ascenseur dans le nouvel immeuble ? Faut-il le réserver ?
常用提问|网络|vous|开通网络一般需要等多久？|Quel est le délai habituel pour faire installer Internet ?
常用提问|网络|vous|这个套餐有最低合约期限吗？|Y a-t-il une durée minimale d'engagement pour cette offre ?
常用提问|生活服务|vous|改地址时需要通知哪些机构？|Quels organismes faut-il prévenir lors d'un changement d'adresse ?
常用提问|保险|vous|入住前需要提供住房保险证明吗？|Faut-il fournir une attestation d'assurance habitation avant d'emménager ?
回应|确认费用|vous|如果我理解正确，网络费需要另付。|Si je comprends bien, l'abonnement Internet est à payer séparément.
回应|换方案|vous|这个房子有点小，有没有大一些的？|Ce logement est un peu petit. En avez-vous un plus grand ?
回应|澄清|vous|您说“带部分家具”，具体包括哪些家具？|Quand vous dites « partiellement meublé », quels meubles sont inclus exactement ?
回应|约看房|vous|周四下午适合我，我们能约三点吗？|Jeudi après-midi me convient. Peut-on fixer le rendez-vous à quinze heures ?
回应|搬家|tu|没有电梯的话，我们可能还需要一个人帮忙。|S'il n'y a pas d'ascenseur, on aura peut-être besoin d'une personne de plus.
回应|合租|tu|这种安排适合我，只要晚上比较安静就好。|Cette organisation me convient, tant que c'est assez calme le soir.
收尾|找房|vous|谢谢，我会准备好材料，在看房后联系您。|Merci, je vais préparer les documents et vous recontacter après la visite.
收尾|邻里|vous|谢谢您介绍这个街区，这对我很有帮助。|Merci de m'avoir présenté le quartier, cela m'aide beaucoup.
收尾|搬家|tu|好的，我们就按说好的时间在你家见。|D'accord, on se retrouve chez toi à l'heure convenue.
@照看类 La garde
开场|照看孩子|tu|我可以照看你的女儿，不过想先了解她的习惯。|Je peux garder ta fille, mais j'aimerais d'abord connaître ses habitudes.
开场|照看宠物|tu|在你把猫交给我之前，我有几个问题。|Avant que tu me confies ton chat, j'ai quelques questions à te poser.
开场|寻找看护|vous|我在找人周末照看孩子，想了解您的经验。|Je cherche quelqu'un pour garder mon enfant le week-end et j'aimerais connaître votre expérience.
开场|照看住宅|tu|你不在的时候，我可以去看看你的房子。我们需要怎么安排？|Je peux passer chez toi pendant ton absence. Comment veux-tu qu'on s'organise ?
常用提问|时间|tu|具体需要我照看哪几天？|Quels jours exactement as-tu besoin de moi ?
常用提问|交接|tu|你什么时候离开，什么时候回来？|À quelle heure pars-tu et à quelle heure rentres-tu ?
常用提问|地点|tu|你希望我在你家照看她，还是在我家？|Tu préfères que je la garde chez toi ou chez moi ?
常用提问|孩子作息|tu|她通常几点吃饭和睡觉？|À quelles heures mange-t-elle et se couche-t-elle d'habitude ?
常用提问|孩子饮食|tu|她有哪些过敏或不能吃的食物？|Est-ce qu'elle a des allergies ou des aliments qu'elle ne doit pas manger ?
常用提问|孩子饮食|tu|饭已经准备好了，还是需要我做？|Les repas seront-ils déjà prêts ou faudra-t-il que je les prépare ?
常用提问|午睡|tu|她下午还睡午觉吗？一般睡多久？|Est-ce qu'elle fait encore la sieste ? Pendant combien de temps en général ?
常用提问|安抚|tu|她想你的时候，怎么安抚她比较有效？|Qu'est-ce qui la rassure quand tu lui manques ?
常用提问|游戏|tu|她最喜欢哪些游戏？|Quels sont ses jeux préférés ?
常用提问|外出|tu|我可以带她去附近的公园吗？|Est-ce que je peux l'emmener au parc du quartier ?
常用提问|屏幕|tu|你允许她看多长时间的动画片？|Combien de temps l'autorises-tu à regarder des dessins animés ?
常用提问|接送|tu|需要我去学校接她吗？|Est-ce que je dois aller la chercher à l'école ?
常用提问|接送授权|tu|学校需要你提前说明我会来接她吗？|Faut-il prévenir l'école que c'est moi qui viendrai la chercher ?
常用提问|紧急联系|tu|紧急情况下，我该先联系谁？|En cas d'urgence, qui dois-je contacter en premier ?
常用提问|备用联系|tu|如果联系不上你，还有谁可以联系？|Si je n'arrive pas à te joindre, qui d'autre puis-je appeler ?
常用提问|健康安排|tu|有没有我需要知道的特别照护要求？|Y a-t-il des consignes particulières à connaître pour m'occuper d'elle ?
常用提问|用品|tu|她换洗的衣服和日常用品放在哪里？|Où ranges-tu ses vêtements de rechange et ses affaires de toilette ?
常用提问|宠物饮食|tu|你的猫每天吃几次？每次吃多少？|Combien de fois par jour ton chat mange-t-il et quelle quantité faut-il lui donner ?
常用提问|宠物饮食|tu|它能吃零食吗，还是只能吃平时的猫粮？|Peut-il avoir des friandises ou doit-il manger uniquement ses croquettes habituelles ?
常用提问|遛狗|tu|你的狗一天需要出去几次？|Combien de fois par jour faut-il sortir ton chien ?
常用提问|遛狗|tu|每次散步通常多长时间？|Combien de temps dure habituellement chaque promenade ?
常用提问|宠物性格|tu|它和其他动物相处得好吗？|Est-ce qu'il s'entend bien avec les autres animaux ?
常用提问|宠物性格|tu|它一个人在家会焦虑吗？|Est-ce qu'il est anxieux quand il reste seul à la maison ?
常用提问|宠物安全|tu|外出时必须一直牵着它吗？|Faut-il toujours le tenir en laisse à l'extérieur ?
常用提问|清洁|tu|猫砂需要多久换一次？|À quelle fréquence faut-il changer la litière ?
常用提问|兽医|tu|你能把兽医的联系方式留给我吗？|Peux-tu me laisser les coordonnées du vétérinaire ?
常用提问|住宅|tu|我需要多久去你家一次？|À quelle fréquence veux-tu que je passe chez toi ?
常用提问|植物|tu|哪些植物需要浇水？一次浇多少？|Quelles plantes faut-il arroser et quelle quantité d'eau faut-il leur donner ?
常用提问|住宅|tu|需要我收信和取包裹吗？|Veux-tu que je relève le courrier et que je récupère les colis ?
常用提问|钥匙|tu|你打算什么时候把钥匙交给我？|Quand comptes-tu me donner les clés ?
常用提问|看护经验|vous|您以前照看过这个年龄的孩子吗？|Avez-vous déjà gardé des enfants de cet âge ?
常用提问|看护报酬|vous|您的收费是按小时还是按天计算？|Vos tarifs sont-ils calculés à l'heure ou à la journée ?
回应|确认作息|tu|好，我记下了：她吃完午饭就睡午觉。|D'accord, j'ai bien noté : elle fait la sieste après le déjeuner.
回应|澄清份量|tu|你说一份，是指这个量杯装满吗？|Quand tu dis une portion, tu veux dire ce gobelet rempli ?
回应|确认安排|tu|为了避免弄错，你能把这些要求写下来吗？|Pour éviter les erreurs, est-ce que tu peux me laisser ces consignes par écrit ?
回应|备用方案|tu|如果你晚回来，要不要我再陪她一会儿？|Si tu rentres plus tard, veux-tu que je reste un peu plus longtemps avec elle ?
回应|宠物经验|vous|您有照顾猫的经验，这让我放心一些。|Le fait que vous ayez l'habitude de vous occuper de chats me rassure.
回应|确认消息|tu|没问题，我每天会给你发个消息告诉你情况。|Pas de souci, je t'enverrai un message chaque jour pour te donner des nouvelles.
收尾|照看孩子|tu|谢谢你说明这些，我现在知道怎么安排了。|Merci pour toutes ces précisions, je sais maintenant comment m'organiser.
收尾|看护面谈|vous|谢谢，我们可以先安排一次和孩子见面。|Merci, nous pourrions d'abord organiser une rencontre avec mon enfant.
收尾|照看住宅|tu|好的，出发前我们再确认一次钥匙交接的时间。|D'accord, on reconfirmera l'heure pour les clés avant ton départ.
@交通类 Les transports
开场|公共交通|vous|您好，我刚到这个城市，想了解公共交通。|Bonjour, je viens d'arriver en ville et j'aimerais me renseigner sur les transports en commun.
开场|租车|vous|我想租一辆车用三天，能向您问几个问题吗？|Je voudrais louer une voiture pour trois jours. Puis-je vous poser quelques questions ?
开场|拼车|tu|你提到可以拼车，我想了解一下怎么安排。|Tu m'as parlé du covoiturage. J'aimerais savoir comment ça s'organise.
开场|故障救援|vous|我的车抛锚了，我打电话来了解可以获得什么帮助。|Ma voiture est en panne. Je vous appelle pour savoir quelle aide je peux obtenir.
常用提问|路线|vous|从这里去火车站应该坐哪条线路？|Quelle ligne faut-il prendre pour aller à la gare depuis ici ?
常用提问|换乘|vous|可以直达，还是需要换乘？|Est-ce un trajet direct ou faut-il faire une correspondance ?
常用提问|站点|vous|最近的公交站在哪里？|Où se trouve l'arrêt de bus le plus proche ?
常用提问|时长|vous|这个时间去机场大约需要多久？|Combien de temps faut-il pour aller à l'aéroport à cette heure-ci ?
常用提问|班次|vous|公交车大约多久一班？|À quelle fréquence les bus passent-ils ?
常用提问|运营时间|vous|工作日最早和最晚的班车分别是几点？|À quelles heures passent le premier et le dernier bus en semaine ?
常用提问|周末|vous|周末的时刻表一样吗？|Les horaires sont-ils les mêmes le week-end ?
常用提问|夜间|vous|午夜以后还有公共交通吗？|Y a-t-il encore des transports en commun après minuit ?
常用提问|单程票|vous|一张单程票多少钱？|Combien coûte un billet pour un aller simple ?
常用提问|通票|vous|有没有适合短期游客的一日票？|Existe-t-il un pass à la journée pour les visiteurs ?
常用提问|月票|vous|我每天都要坐车，哪种月票最划算？|Je prendrai les transports tous les jours. Quel abonnement mensuel serait le plus avantageux ?
常用提问|优惠|vous|学生可以享受优惠吗？|Les étudiants peuvent-ils bénéficier d'une réduction ?
常用提问|购票|vous|车票可以直接在车上买吗？|Peut-on acheter son billet directement à bord ?
常用提问|支付|vous|能用银行卡付款，还是需要现金？|Peut-on payer par carte ou faut-il prévoir de la monnaie ?
常用提问|有效期|vous|这张票有效多久？可以用于换乘吗？|Combien de temps ce billet est-il valable ? Permet-il de faire une correspondance ?
常用提问|验票|vous|每次上车都需要刷卡吗？|Faut-il valider sa carte à chaque montée ?
常用提问|分区|vous|去机场需要买不同区域的车票吗？|Faut-il un titre de transport pour une autre zone pour aller à l'aéroport ?
常用提问|行李|vous|可以带一只大行李箱上车吗？|Peut-on monter avec une grande valise ?
常用提问|无障碍|vous|这个地铁站有电梯吗？|Cette station de métro dispose-t-elle d'un ascenseur ?
常用提问|实时信息|vous|在哪里可以查看延误和线路变更？|Où peut-on consulter les retards et les changements d'itinéraire ?
常用提问|租车车型|vous|四个人带行李，您建议租哪种车？|Quel type de voiture conseillez-vous pour quatre personnes avec des bagages ?
常用提问|租车材料|vous|租车时需要出示哪些证件？|Quels documents faut-il présenter pour louer une voiture ?
常用提问|租车费用|vous|租金包含多少公里？|Combien de kilomètres sont inclus dans le prix de la location ?
常用提问|保险|vous|保险包含什么？发生事故时我需要承担多少费用？|Que couvre l'assurance et quelle somme resterait à ma charge en cas d'accident ?
常用提问|还车|vous|可以在另一个网点还车吗？|Peut-on rendre la voiture dans une autre agence ?
常用提问|燃油|vous|还车时需要把油加满吗？|Faut-il faire le plein avant de rendre la voiture ?
常用提问|拼车时间|tu|你一般几点出发，几点回来？|Tu pars et tu rentres vers quelle heure d'habitude ?
常用提问|拼车地点|tu|我们在哪里碰面最方便？|Où serait-il le plus pratique de se retrouver ?
常用提问|拼车费用|tu|油费和停车费怎么分摊？|Comment partage-t-on les frais d'essence et de stationnement ?
常用提问|拼车变更|tu|如果有一天我不坐你的车，要提前多久告诉你？|Si un jour je ne viens pas, combien de temps à l'avance dois-je te prévenir ?
常用提问|救援|vous|救援车大约多久能到？|Dans combien de temps la dépanneuse pourra-t-elle arriver ?
常用提问|救援后续|vous|维修期间有代步车可以使用吗？|Est-ce qu'un véhicule de remplacement est prévu pendant les réparations ?
回应|确认路线|vous|所以我先坐二号线，然后在市政厅站换乘，对吗？|Donc, je prends la ligne deux, puis je change à la station Hôtel de Ville, c'est bien ça ?
回应|澄清时刻|vous|不好意思，您说的是六点十五，还是六点五十？|Pardon, vous avez dit six heures quinze ou six heures cinquante ?
回应|备选路线|vous|如果我错过末班车，还有什么办法回去？|Si je rate le dernier bus, quelle autre solution me reste-t-il pour rentrer ?
回应|拼车安排|tu|这个时间适合我，我会提前五分钟到。|Cet horaire me convient, j'arriverai cinq minutes en avance.
回应|预算|vous|租车有点贵，坐火车会不会更划算？|La location est un peu chère. Est-ce que le train serait plus économique ?
回应|确认保险|vous|也就是说，这种损坏不在保险范围内？|Si je comprends bien, ce type de dommage n'est pas couvert par l'assurance ?
收尾|公共交通|vous|谢谢，我现在知道该怎么买票和换乘了。|Merci, je sais maintenant comment acheter mon billet et faire la correspondance.
收尾|租车|vous|谢谢这些信息，我会带齐材料再来。|Merci pour ces renseignements, je reviendrai avec tous les documents nécessaires.
收尾|拼车|tu|那就说好了，明早在约好的地方见。|C'est entendu, on se retrouve demain matin au point de rendez-vous.
@课程与活动类 Les cours et les activités
开场|语言课程|vous|您好，我想提高法语水平，了解一下你们的课程。|Bonjour, je voudrais améliorer mon français et me renseigner sur vos cours.
开场|健身|vous|我想重新开始运动，但不知道该选哪项活动。|J'aimerais reprendre le sport, mais je ne sais pas quelle activité choisir.
开场|朋友推荐|tu|你最近开始学摄影了，对吧？我也想了解一下。|Tu as commencé des cours de photo récemment, c'est ça ? J'aimerais en savoir plus.
开场|协会活动|vous|你们的徒步俱乐部让我很感兴趣，我想问几个问题。|Votre club de randonnée m'intéresse et j'aimerais vous poser quelques questions.
常用提问|课程内容|vous|这个课程主要学习哪些内容？|Qu'est-ce qu'on apprend principalement dans ce cours ?
常用提问|水平|vous|完全没有基础的人可以参加吗？|Peut-on participer sans aucune expérience ?
常用提问|分班|vous|报名之前需要参加水平测试吗？|Faut-il passer un test de niveau avant de s'inscrire ?
常用提问|目标|vous|上完这个课程，学员应该能做到什么？|Qu'est-ce qu'on devrait être capable de faire à la fin de ce cours ?
常用提问|时间|vous|课程每周安排在哪几天？|Quels jours de la semaine les cours ont-ils lieu ?
常用提问|时长|vous|每节课持续多长时间？|Combien de temps dure chaque séance ?
常用提问|周期|vous|一个完整课程持续几周？|Sur combien de semaines se déroule la formation ?
常用提问|晚课|vous|下班以后有没有可以参加的课程？|Proposez-vous des cours auxquels on peut assister après le travail ?
常用提问|形式|vous|可以线上参加，还是必须到现场？|Peut-on suivre les cours en ligne ou faut-il venir sur place ?
常用提问|人数|vous|每个班最多收多少名学员？|Combien de participants acceptez-vous au maximum par groupe ?
常用提问|师资|vous|授课老师有什么教学经验？|Quelle expérience pédagogique a la personne qui anime le cours ?
常用提问|练习机会|vous|课堂上有多少时间用来练习口语？|Quelle place est accordée à la pratique orale pendant le cours ?
常用提问|价格|vous|整个课程的总费用是多少？|Quel est le coût total de la formation ?
常用提问|材料|vous|教材或器材包含在费用里吗？|Les supports de cours ou le matériel sont-ils inclus dans le tarif ?
常用提问|试课|vous|正式报名之前可以先试上一节吗？|Est-il possible de faire une séance d'essai avant de s'inscrire ?
常用提问|报名|vous|报名截止到哪一天？|Quelle est la date limite d'inscription ?
常用提问|名额|vous|现在还有空位，还是需要排队等候？|Reste-t-il des places ou faut-il s'inscrire sur une liste d'attente ?
常用提问|付款|vous|费用可以分几次支付吗？|Est-il possible de payer en plusieurs fois ?
常用提问|缺课|vous|如果缺了一节课，可以补课吗？|Si je manque une séance, est-ce que je peux la rattraper ?
常用提问|退课|vous|如果中途不能继续，退款条件是什么？|Quelles sont les conditions de remboursement si je ne peux pas continuer ?
常用提问|课后练习|vous|两次课程之间需要安排多少练习时间？|Combien de temps faut-il consacrer à la pratique entre deux séances ?
常用提问|反馈|vous|老师会给每个人单独的反馈吗？|Le professeur donne-t-il un retour individuel à chaque participant ?
常用提问|健身设施|vous|会员可以自由使用所有器械吗？|L'abonnement permet-il d'utiliser librement tous les appareils ?
常用提问|健身预约|vous|团体课每次都需要预约吗？|Faut-il réserver sa place pour chaque cours collectif ?
常用提问|运动适配|vous|很久没运动的人能跟上这个强度吗？|L'intensité convient-elle à quelqu'un qui n'a pas fait de sport depuis longtemps ?
常用提问|装备|vous|需要穿什么衣服，带什么装备？|Quelle tenue et quel équipement faut-il prévoir ?
常用提问|更衣设施|vous|现场有更衣室和淋浴吗？|Y a-t-il des vestiaires et des douches sur place ?
常用提问|徒步|vous|通常的徒步路线多长，难度如何？|Quelle est la longueur habituelle des randonnées et quel est leur niveau de difficulté ?
常用提问|徒步天气|vous|天气不好时，活动会取消还是延期？|En cas de mauvais temps, la sortie est-elle annulée ou reportée ?
常用提问|摄影|tu|上课需要自己的相机吗？手机可以吗？|Il faut avoir son propre appareil photo ou un téléphone suffit ?
常用提问|体验|tu|你觉得老师解释得清楚吗？|Tu trouves que le professeur explique clairement ?
常用提问|体验|tu|你最喜欢这个课程的哪一点？|Qu'est-ce que tu apprécies le plus dans ce cours ?
回应|确认水平|vous|那正好，我希望从基础开始学。|C'est parfait, je souhaite justement commencer par les bases.
回应|换时间|vous|周二我来不了，有周末的班吗？|Je ne peux pas venir le mardi. Y a-t-il un groupe le week-end ?
回应|追问费用|vous|除了报名费，还需要买其他材料吗？|En plus des frais d'inscription, faut-il acheter du matériel ?
回应|澄清形式|vous|您说“小组练习”，大概是几个人一组？|Quand vous dites « travail en petits groupes », cela représente combien de personnes ?
回应|调整难度|vous|如果这个班对我来说太难，可以换班吗？|Si ce groupe est trop difficile pour moi, pourrai-je en changer ?
回应|朋友推荐|tu|听你这么说，我更想先去试一节课了。|Ce que tu me dis me donne encore plus envie de faire une séance d'essai.
收尾|试课|vous|谢谢，我想先预约一次试课。|Merci, j'aimerais commencer par réserver une séance d'essai.
收尾|报名|vous|我看一下自己的时间安排，再来完成报名。|Je vais vérifier mon emploi du temps, puis je reviendrai pour m'inscrire.
收尾|朋友推荐|tu|谢谢你的建议，你能把报名链接发给我吗？|Merci pour tes conseils. Tu peux m'envoyer le lien pour m'inscrire ?
@工作类 Le travail
开场|招聘|vous|您好，我看到了你们的招聘信息，想进一步了解这个职位。|Bonjour, j'ai vu votre annonce et j'aimerais en savoir plus sur ce poste.
开场|新同事|tu|我刚加入团队，想了解一下这里的工作方式。|Je viens de rejoindre l'équipe et j'aimerais comprendre comment vous travaillez ici.
开场|职业经历|tu|你以前在加拿大工作过，我想听听你的经历。|Tu as travaillé au Canada et j'aimerais en savoir plus sur ton parcours.
开场|志愿工作|vous|我想参与你们的志愿活动，了解一下具体任务。|J'aimerais devenir bénévole dans votre association et connaître les missions proposées.
常用提问|岗位职责|vous|这个职位的主要职责是什么？|Quelles sont les principales responsabilités de ce poste ?
常用提问|日常工作|vous|典型的一天通常怎么安排？|Comment se déroule une journée de travail habituelle ?
常用提问|团队|vous|我会加入一个多大的团队？|Quelle est la taille de l'équipe que je rejoindrais ?
常用提问|汇报关系|vous|工作中我主要向谁汇报？|À qui devrais-je rendre compte de mon travail ?
常用提问|技能|vous|这个职位最需要哪些技能？|Quelles compétences sont les plus importantes pour ce poste ?
常用提问|经验|vous|必须有相关经验，还是也接受初学者？|Une expérience dans ce domaine est-elle indispensable ou acceptez-vous les débutants ?
常用提问|语言|vous|日常工作主要使用哪种语言？|Quelle langue utilise-t-on principalement au quotidien ?
常用提问|合同|vous|这是临时合同，还是长期职位？|S'agit-il d'un contrat temporaire ou d'un poste permanent ?
常用提问|工时|vous|每周需要工作多少小时？|Combien d'heures faut-il travailler par semaine ?
常用提问|作息|vous|上下班时间是固定的吗？|Les heures de début et de fin de journée sont-elles fixes ?
常用提问|周末|vous|这个岗位需要晚上或周末上班吗？|Ce poste implique-t-il de travailler le soir ou le week-end ?
常用提问|远程|vous|有可能每周远程工作几天吗？|Est-il possible de télétravailler quelques jours par semaine ?
常用提问|地点|vous|工作地点在哪里？需要经常出差吗？|Où se situe le lieu de travail ? Y a-t-il des déplacements fréquents ?
常用提问|薪资|vous|这个职位的薪资范围是多少？|Quelle est la fourchette de rémunération prévue pour ce poste ?
常用提问|福利|vous|除了工资，还有哪些福利？|Quels avantages sont proposés en plus du salaire ?
